,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,station zone,casual,registered,cnt
1802,2011-12-27,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,Washington NW,75,771,846
1803,2011-12-27,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,Washington SE,3,72,75
1804,2011-12-27,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,Washington SW,9,45,54
1805,2011-12-28,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.29396100000000003,Arlington,9,61,70
1806,2011-12-28,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.29396100000000003,Washington NE,18,229,247
1807,2011-12-28,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.29396100000000003,Washington NW,198,1509,1707
1808,2011-12-28,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.29396100000000003,Washington SE,11,156,167
1809,2011-12-28,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.29396100000000003,Washington SW,19,65,84
1810,2011-12-29,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.11941199999999999,Arlington,7,78,85
1811,2011-12-29,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.11941199999999999,Washington NE,20,240,260
1812,2011-12-29,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.11941199999999999,Washington NW,197,1602,1799
1813,2011-12-29,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.11941199999999999,Washington SE,2,145,147
1814,2011-12-29,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.11941199999999999,Washington SW,28,84,112
1815,2011-12-30,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.13433699999999998,Arlington,25,76,101
1816,2011-12-30,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.13433699999999998,Washington NE,42,247,289
1817,2011-12-30,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.13433699999999998,Washington NW,355,1855,2210
1818,2011-12-30,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.13433699999999998,Washington SE,15,194,209
1819,2011-12-30,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.13433699999999998,Washington SW,54,104,158
1820,2011-12-31,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,Arlington,19,62,81
1821,2011-12-31,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,Washington NE,45,220,265
1822,2011-12-31,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,Washington NW,488,1306,1794
1823,2011-12-31,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,Washington SE,59,160,219
1824,2011-12-31,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,Washington SW,54,44,98
1825,2012-01-01,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,Arlington,58,54,112
1826,2012-01-01,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,Washington NE,68,185,253
1827,2012-01-01,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,Washington NW,471,1150,1621
1828,2012-01-01,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,Washington SE,32,142,174
1829,2012-01-01,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,Washington SW,59,41,100
1830,2012-01-02,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,Arlington,14,61,75
1831,2012-01-02,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,Washington NE,15,226,241
1832,2012-01-02,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,Washington NW,193,1216,1409
1833,2012-01-02,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,Washington SE,10,144,154
1834,2012-01-02,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,Washington SW,12,46,58
1835,2012-01-03,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,Arlington,2,109,111
1836,2012-01-03,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,Washington NE,13,273,286
1837,2012-01-03,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,Washington NW,65,1514,1579
1838,2012-01-03,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,Washington SE,1,156,157
1839,2012-01-03,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,Washington SW,8,78,86
1840,2012-01-04,1,1,1,0,3,1,2,0.1075,0.11933699999999998,0.414583,0.1847,Arlington,0,95,95
1841,2012-01-04,1,1,1,0,3,1,2,0.1075,0.11933699999999998,0.414583,0.1847,Washington NE,7,259,266
1842,2012-01-04,1,1,1,0,3,1,2,0.1075,0.11933699999999998,0.414583,0.1847,Washington NW,75,1636,1711
1843,2012-01-04,1,1,1,0,3,1,2,0.1075,0.11933699999999998,0.414583,0.1847,Washington SE,7,188,195
1844,2012-01-04,1,1,1,0,3,1,2,0.1075,0.11933699999999998,0.414583,0.1847,Washington SW,6,84,90
1845,2012-01-05,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,Arlington,5,146,151
1846,2012-01-05,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,Washington NE,12,329,341
1847,2012-01-05,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,Washington NW,113,2250,2363
1848,2012-01-05,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,Washington SE,6,260,266
1849,2012-01-05,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,Washington SW,4,126,130
1850,2012-01-06,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,Arlington,7,180,187
1851,2012-01-06,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,Washington NE,29,414,443
1852,2012-01-06,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,Washington NW,250,2762,3012
1853,2012-01-06,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,Washington SE,6,247,253
1854,2012-01-06,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,Washington SW,12,147,159
1855,2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,Arlington,57,115,172
1856,2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,Washington NE,67,433,500
1857,2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,Washington NW,793,2485,3278
1858,2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,Washington SE,81,294,375
1859,2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,Washington SW,76,79,155
1860,2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.19154200000000002,Arlington,33,68,101
1861,2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.19154200000000002,Washington NE,52,309,361
1862,2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.19154200000000002,Washington NW,447,2108,2555
1863,2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.19154200000000002,Washington SE,36,261,297
1864,2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.19154200000000002,Washington SW,33,61,94
1865,2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,Arlington,2,91,93
1866,2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,Washington NE,16,278,294
1867,2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,Washington NW,83,1609,1692
1868,2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,Washington SE,2,167,169
1869,2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,Washington SW,3,74,77
1870,2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,Arlington,7,176,183
1871,2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,Washington NE,14,406,420
1872,2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,Washington NW,131,2408,2539
1873,2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,Washington SE,8,263,271
1874,2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,Washington SW,13,147,160
1875,2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,Arlington,3,90,93
1876,2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,Washington NE,10,285,295
1877,2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,Washington NW,72,1458,1530
1878,2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,Washington SE,6,163,169
1879,2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,Washington SW,1,78,79
1880,2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.18096700000000002,Arlington,17,154,171
1881,2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.18096700000000002,Washington NE,26,412,438
1882,2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.18096700000000002,Washington NW,197,2820,3017
1883,2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.18096700000000002,Washington SE,12,258,270
1884,2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.18096700000000002,Washington SW,18,149,167
1885,2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,Arlington,7,117,124
1886,2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,Washington NE,19,353,372
1887,2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,Washington NW,125,2245,2370
1888,2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,Washington SE,13,197,210
1889,2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,Washington SW,9,105,114
1890,2012-01-14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,Arlington,11,70,81
1891,2012-01-14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,Washington NE,27,275,302
1892,2012-01-14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,Washington NW,247,1538,1785
1893,2012-01-14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,Washington SE,22,210,232
1894,2012-01-14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,Washington SW,26,44,70
1895,2012-01-15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,Arlington,9,41,50
1896,2012-01-15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,Washington NE,16,242,258
1897,2012-01-15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,Washington NW,228,1511,1739
1898,2012-01-15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,Washington SE,14,182,196
1899,2012-01-15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,Washington SW,16,33,49
1900,2012-01-16,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.23135799999999998,Arlington,7,62,69
1901,2012-01-16,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.23135799999999998,Washington NE,23,248,271
1902,2012-01-16,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.23135799999999998,Washington NW,155,1520,1675
1903,2012-01-16,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.23135799999999998,Washington SE,14,191,205
1904,2012-01-16,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.23135799999999998,Washington SW,18,39,57
1905,2012-01-17,1,1,1,0,2,1,2,0.37304299999999996,0.36427800000000005,0.716087,0.34913,Arlington,3,112,115
1906,2012-01-17,1,1,1,0,2,1,2,0.37304299999999996,0.36427800000000005,0.716087,0.34913,Washington NE,14,251,265
1907,2012-01-17,1,1,1,0,2,1,2,0.37304299999999996,0.36427800000000005,0.716087,0.34913,Washington NW,98,2105,2203
1908,2012-01-17,1,1,1,0,2,1,2,0.37304299999999996,0.36427800000000005,0.716087,0.34913,Washington SE,7,212,219
1909,2012-01-17,1,1,1,0,2,1,2,0.37304299999999996,0.36427800000000005,0.716087,0.34913,Washington SW,3,108,111
1910,2012-01-18,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,Arlington,4,118,122
1911,2012-01-18,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,Washington NE,12,362,374
1912,2012-01-18,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,Washington NW,87,2399,2486
1913,2012-01-18,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,Washington SE,3,247,250
1914,2012-01-18,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,Washington SW,3,118,121
1915,2012-01-19,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,Arlington,4,125,129
1916,2012-01-19,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,Washington NE,15,343,358
1917,2012-01-19,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,Washington NW,100,2353,2453
1918,2012-01-19,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,Washington SE,11,201,212
1919,2012-01-19,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,Washington SW,1,125,126
1920,2012-01-20,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,Arlington,2,131,133
1921,2012-01-20,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,Washington NE,13,346,359
1922,2012-01-20,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,Washington NW,89,2235,2324
1923,2012-01-20,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,Washington SE,6,184,190
1924,2012-01-20,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,Washington SW,4,116,120
1925,2012-01-21,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,Arlington,3,22,25
1926,2012-01-21,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,Washington NE,4,145,149
1927,2012-01-21,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,Washington NW,55,944,999
1928,2012-01-21,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,Washington SE,1,84,85
1929,2012-01-21,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,Washington SW,4,22,26
1930,2012-01-22,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,Arlington,3,35,38
1931,2012-01-22,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,Washington NE,12,214,226
1932,2012-01-22,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,Washington NW,166,1330,1496
1933,2012-01-22,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,Washington SE,7,153,160
1934,2012-01-22,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,Washington SW,8,26,34
1935,2012-01-23,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.11070799999999999,Arlington,0,80,80
1936,2012-01-23,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.11070799999999999,Washington NE,8,236,244
1937,2012-01-23,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.11070799999999999,Washington NW,126,1717,1843
1938,2012-01-23,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.11070799999999999,Washington SE,8,163,171
1939,2012-01-23,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.11070799999999999,Washington SW,3,70,73
1940,2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,Arlington,10,193,203
1941,2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,Washington NE,13,416,429
1942,2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,Washington NW,396,2838,3234
1943,2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,Washington SE,9,251,260
1944,2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,Washington SW,11,158,169
1945,2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,Arlington,18,180,198
1946,2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,Washington NE,32,400,432
1947,2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,Washington NW,356,2779,3135
1948,2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,Washington SE,18,261,279
1949,2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,Washington SW,43,147,190
1950,2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.07339580000000001,Arlington,16,149,165
1951,2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.07339580000000001,Washington NE,15,415,430
1952,2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.07339580000000001,Washington NW,188,2790,2978
1953,2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.07339580000000001,Washington SE,11,275,286
1954,2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.07339580000000001,Washington SW,13,155,168
1955,2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,Arlington,10,116,126
1956,2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,Washington NE,24,297,321
1957,2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,Washington NW,195,2395,2590
1958,2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,Washington SE,21,237,258
1959,2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,Washington SW,19,104,123
1960,2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,Arlington,48,82,130
1961,2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,Washington NE,53,399,452
1962,2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,Washington NW,544,2361,2905
1963,2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,Washington SE,56,282,338
1964,2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,Washington SW,75,89,164
1965,2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,Arlington,18,83,101
1966,2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,Washington NE,52,294,346
1967,2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,Washington NW,425,2003,2428
1968,2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,Washington SE,18,218,236
1969,2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,Washington SW,44,51,95
1970,2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,Arlington,1,151,152
1971,2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,Washington NE,16,410,426
1972,2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,Washington NW,95,2487,2582
1973,2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,Washington SE,7,268,275
1974,2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,Washington SW,7,143,150
1975,2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,Arlington,14,211,225
1976,2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,Washington NE,17,451,468
1977,2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,Washington NW,247,3012,3259
1978,2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,Washington SE,11,303,314
1979,2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,Washington SW,35,175,210
1980,2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,Arlington,13,201,214
1981,2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,Washington NE,21,452,473
1982,2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,Washington NW,228,3149,3377
1983,2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,Washington SE,11,283,294
1984,2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,Washington SW,31,156,187
1985,2012-02-02,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,Arlington,8,147,155
1986,2012-02-02,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,Washington NE,9,370,379
1987,2012-02-02,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,Washington NW,139,2654,2793
1988,2012-02-02,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,Washington SE,14,246,260
1989,2012-02-02,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,Washington SW,20,130,150
1990,2012-02-03,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.17849600000000002,Arlington,7,173,180
1991,2012-02-03,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.17849600000000002,Washington NE,27,397,424
1992,2012-02-03,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.17849600000000002,Washington NW,223,2835,3058
1993,2012-02-03,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.17849600000000002,Washington SE,18,262,280
1994,2012-02-03,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.17849600000000002,Washington SW,35,141,176
1995,2012-02-04,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,Arlington,11,76,87
1996,2012-02-04,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,Washington NE,32,285,317
1997,2012-02-04,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,Washington NW,282,1834,2116
1998,2012-02-04,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,Washington SE,38,185,223
1999,2012-02-04,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,Washington SW,20,34,54
2000,2012-02-05,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,Arlington,5,83,88
2001,2012-02-05,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,Washington NE,23,296,319
2002,2012-02-05,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,Washington NW,244,1930,2174
2003,2012-02-05,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,Washington SE,20,239,259
2004,2012-02-05,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,Washington SW,25,48,73
2005,2012-02-06,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,Arlington,10,154,164
2006,2012-02-06,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,Washington NE,8,380,388
2007,2012-02-06,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,Washington NW,175,2629,2804
2008,2012-02-06,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,Washington SE,7,247,254
2009,2012-02-06,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,Washington SW,6,141,147
2010,2012-02-07,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,Arlington,13,188,201
2011,2012-02-07,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,Washington NE,13,460,473
2012,2012-02-07,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,Washington NW,142,3016,3158
2013,2012-02-07,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,Washington SE,11,300,311
2014,2012-02-07,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,Washington SW,21,187,208
2015,2012-02-08,1,1,2,0,3,1,2,0.25666700000000003,0.266421,0.722917,0.133721,Arlington,0,118,118
2016,2012-02-08,1,1,2,0,3,1,2,0.25666700000000003,0.266421,0.722917,0.133721,Washington NE,12,293,305
2017,2012-02-08,1,1,2,0,3,1,2,0.25666700000000003,0.266421,0.722917,0.133721,Washington NW,81,2010,2091
2018,2012-02-08,1,1,2,0,3,1,2,0.25666700000000003,0.266421,0.722917,0.133721,Washington SE,5,185,190
2019,2012-02-08,1,1,2,0,3,1,2,0.25666700000000003,0.266421,0.722917,0.133721,Washington SW,9,70,79
2020,2012-02-09,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,Arlington,5,141,146
2021,2012-02-09,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,Washington NE,8,373,381
2022,2012-02-09,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,Washington NW,130,2709,2839
2023,2012-02-09,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,Washington SE,11,266,277
2024,2012-02-09,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,Washington SW,7,142,149
2025,2012-02-10,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.11692899999999999,Arlington,11,140,151
2026,2012-02-10,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.11692899999999999,Washington NE,20,381,401
2027,2012-02-10,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.11692899999999999,Washington NW,162,2665,2827
2028,2012-02-10,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.11692899999999999,Washington SE,14,252,266
2029,2012-02-10,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.11692899999999999,Washington SW,18,134,152
2030,2012-02-11,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,Arlington,0,25,25
2031,2012-02-11,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,Washington NE,9,226,235
2032,2012-02-11,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,Washington NW,151,1486,1637
2033,2012-02-11,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,Washington SE,16,186,202
2034,2012-02-11,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,Washington SW,16,38,54
2035,2012-02-12,1,1,2,0,0,0,1,0.1275,0.101658,0.46458299999999997,0.40921199999999996,Arlington,2,28,30
2036,2012-02-12,1,1,2,0,0,0,1,0.1275,0.101658,0.46458299999999997,0.40921199999999996,Washington NE,11,185,196
2037,2012-02-12,1,1,2,0,0,0,1,0.1275,0.101658,0.46458299999999997,0.40921199999999996,Washington NW,50,1086,1136
2038,2012-02-12,1,1,2,0,0,0,1,0.1275,0.101658,0.46458299999999997,0.40921199999999996,Washington SE,7,120,127
2039,2012-02-12,1,1,2,0,0,0,1,0.1275,0.101658,0.46458299999999997,0.40921199999999996,Washington SW,3,21,24
2040,2012-02-13,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,Arlington,7,144,151
2041,2012-02-13,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,Washington NE,8,366,374
2042,2012-02-13,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,Washington NW,67,2429,2496
2043,2012-02-13,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,Washington SE,6,238,244
2044,2012-02-13,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,Washington SW,6,126,132
